,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior ,Status
203,N/A,N/A,csx,N/A,N/A,N/A,N/A,N/A,85.92,17.08,2.62,2.94,15.54,29.36,7.18,17.93,12.73,43490000000.0,43490000000.0,14.96,1.89,3.43,8.90,3.43,8570000000.0,8.90,1970000000.0,1.97,11.10,0.50,818000000.0,0.83,9740000000.0,1.21,11.45,3430000000.0,1.33,0.43,67.40,12040000.0,1.30,1.20,13850000.0,N/A
204,N/A,N/A,noc,N/A,N/A,N/A,N/A,N/A,95.11,16.99,1.30,4.69,8.20,13.00,7.70,22.80,117.99,35760000000.0,35760000000.0,15.19,2.48,1.48,9.98,1.48,5600000000.0,9.98,1970000000.0,9.52,16.40,1.90,2650000000.0,13.65,6420000000.0,1.35,34.58,2340000000.0,0.56,0.54,88.40,2520000.0,2.30,1.30,2280000.0,N/A
205,N/A,N/A,ups,N/A,N/A,N/A,N/A,N/A,711.32,29.08,1.53,48.79,5.39,8.69,8.53,77.62,64.09,98100000000.0,98100000000.0,17.25,2.05,1.68,13.93,1.68,43470000000.0,13.93,3150000000.0,3.42,12.60,1.40,6420000000.0,7.12,13140000000.0,1.31,2.03,6210000000.0,1.12,0.03,70.90,10870000.0,3.30,1.50,11380000.0,N/A
206,N/A,N/A,orly,N/A,N/A,N/A,N/A,N/A,65.16,29.82,3.17,10.96,11.06,18.05,12.61,37.95,71.67,24100000000.0,24100000000.0,23.55,1.64,3.26,15.65,3.26,3710000000.0,15.65,817190000.0,7.79,22.40,10.10,473650000.0,4.69,1400000000.0,1.11,21.15,1250000000.0,0.59,2.92,89.60,5370000.0,10.20,5.40,5270000.0,N/A
207,N/A,N/A,abt,N/A,N/A,N/A,N/A,N/A,40.49,18.08,3.60,3.36,20.60,15.41,4.63,8.91,13.51,73540000000.0,73540000000.0,20.73,2.36,3.61,15.91,3.61,11030000000.0,15.91,2020000000.0,2.76,511.20,3.00,9850000000.0,6.62,8900000000.0,2.17,14.69,3340000000.0,1.30,0.20,68.80,11630000.0,2.60,0.80,11870000.0,N/A
208,N/A,N/A,unm,N/A,N/A,N/A,N/A,N/A,32.19,23.35,0.86,1.04,3.80,6.33,0.67,4.54,41.58,11120000000.0,11120000000.0,9.40,1.20,1.06,14.67,1.06,2790000000.0,14.67,400500000.0,1.58,5.70,1.30,790800000.0,3.17,2800000000.0,10.34,34.82,1280000000.0,1.44,0.64,94.00,3170000.0,2.00,1.30,3410000.0,N/A
209,N/A,N/A,brcm,N/A,N/A,N/A,N/A,N/A,17.70,45.67,3.72,3.51,8.19,16.70,7.41,7.90,14.31,30750000000.0,30750000000.0,16.23,1.34,3.62,17.67,3.62,4330000000.0,17.67,696000000.0,1.14,26.70,3.70,2950000000.0,4.94,1590000000.0,3.78,15.06,1290000000.0,0.42,0.37,85.80,8039999.999999999,0.60,1.50,9350000.0,N/A
210,N/A,N/A,unp,N/A,N/A,N/A,N/A,N/A,58.41,16.49,3.54,4.04,21.88,37.04,10.66,24.77,26.93,99290000000.0,99290000000.0,14.13,1.20,4.14,9.19,4.14,17890000000.0,9.19,5240000000.0,5.87,5.80,0.40,1590000000.0,1.81,12300000000.0,1.32,24.00,7680000000.0,0.60,0.29,82.80,6070000.0,1.10,0.70,5490000.0,N/A
211,N/A,N/A,el,N/A,N/A,N/A,N/A,N/A,37.59,28.59,2.99,8.51,10.87,15.88,13.85,31.75,28.84,33450000000.0,33450000000.0,26.51,3.37,3.05,15.58,3.05,8810000000.0,15.58,1190000000.0,3.08,27.60,1.20,1420000000.0,3.77,1450000000.0,2.11,10.19,1750000000.0,1.05,2.97,90.10,5970000.0,3.10,2.60,6350000.0,N/A
212,N/A,N/A,kim,N/A,N/A,N/A,N/A,N/A,107.98,16.21,9.07,1.90,61.55,36.56,2.23,12.28,2.57,15310000000.0,15310000000.0,14.92,3.22,14.56,23.16,14.56,735280000.0,23.16,555730000.0,1.43,256.70,23.80,220980000.0,0.54,5720000000.0,3.65,12.15,664370000.0,0.63,2.96,95.40,8800000.0,3.00,2.60,10700000.0,N/A
213,N/A,N/A,cb,N/A,N/A,N/A,N/A,N/A,20.42,11.42,1.57,1.36,14.47,21.06,3.63,12.51,58.57,24590000000.0,24590000000.0,12.40,3.03,1.76,8.19,1.76,7110000000.0,8.19,2030000000.0,8.45,16.50,1.40,1270000000.0,5.54,3300000000.0,0.67,70.35,2310000000.0,1.20,0.31,83.40,7040000.0,7.60,3.10,7010000.0,N/A
214,N/A,N/A,ctas,N/A,N/A,N/A,N/A,N/A,63.49,22.64,2.16,4.79,9.95,14.82,9.73,20.28,38.77,10830000000.0,10830000000.0,22.84,2.07,2.38,12.95,2.38,1910000000.0,12.95,430460000.0,3.77,12.20,0.20,403190000.0,3.53,1300000000.0,2.95,17.91,599840000.0,0.71,17.25,77.90,5520000.0,9.40,6.50,5270000.0,N/A
215,N/A,N/A,dte,N/A,N/A,N/A,N/A,N/A,103.76,15.64,1.17,1.53,7.50,12.95,3.39,10.21,64.06,22480000000.0,22480000000.0,15.24,3.53,1.98,8.91,1.98,3080000000.0,8.91,850000000.0,4.79,16.30,24.10,99000000.0,0.55,9000000000.0,1.52,48.32,2050000000.0,0.26,0.42,64.20,1270000.0,1.30,0.70,2020000.0,N/A
216,N/A,N/A,slb,N/A,N/A,N/A,N/A,N/A,33.77,23.40,2.31,2.92,10.13,19.23,8.66,13.05,36.96,1.1641e+11,1.1641e+11,22.57,2.46,2.45,8.76,2.45,11180000000.0,8.76,5030000000.0,3.70,38.80,8.80,6800000000.0,5.36,12790000000.0,1.61,29.66,11150000000.0,1.10,0.06,79.50,15070000.0,2.50,1.20,16260000.000000002,N/A
217,N/A,N/A,hp,N/A,N/A,N/A,N/A,N/A,11.44,10.90,1.97,1.52,18.41,28.61,10.02,14.73,35.90,7610000000.0,7610000000.0,72.40,0.57,1.96,4.63,1.96,1710000000.0,4.63,709260000.0,6.51,14.30,1.20,719130000.0,6.68,572110000.0,4.01,46.47,1390000000.0,0.95,2.95,94.40,10760000.0,6.80,10.20,11010000.0,N/A
218,N/A,N/A,pg,N/A,N/A,N/A,N/A,N/A,51.18,25.19,2.67,3.49,11.28,19.84,7.29,16.84,29.76,2.3915e+11,2.3915e+11,18.98,2.98,2.97,12.49,2.97,40600000000.0,12.49,10840000000.0,3.15,17.50,7.60,13160000000.0,4.85,32439999999.999996,0.99,22.72,15130000000.0,0.97,0.05,21.50,14590000.0,2.00,0.50,15340000.0,N/A
219,N/A,N/A,amt,N/A,N/A,N/A,N/A,N/A,211.55,48.60,9.55,5.45,19.44,38.42,4.35,14.47,10.53,55930000000.0,55930000000.0,16.68,1.50,13.33,21.24,13.33,3010000000.0,21.24,782020000.0,1.94,4.50,9.70,323400000.0,0.76,15720000000.0,0.53,17.38,2170000000.0,0.51,0.11,96.70,5680000.0,2.10,1.40,5240000.0,N/A
220,N/A,N/A,emn,N/A,N/A,N/A,N/A,N/A,217.92,18.29,1.28,3.59,7.13,17.23,7.49,18.91,64.94,19820000000.0,19820000000.0,10.82,1.63,2.05,9.24,2.05,2220000000.0,9.24,687000000.0,4.58,26.60,6.00,196000000.0,1.32,7680000000.0,1.80,23.16,1530000000.0,1.46,0.66,84.10,2880000.0,1.90,1.90,2630000.0,N/A
221,N/A,N/A,exc,N/A,N/A,N/A,N/A,N/A,92.28,12.45,0.95,1.20,7.67,14.71,3.20,10.40,33.71,49790000000.0,49790000000.0,13.11,1.93,1.72,6.22,1.72,5860000000.0,6.22,2230000000.0,2.58,670.00,22.00,1820000000.0,2.12,22740000000.0,1.54,26.78,5780000000.0,0.28,0.20,75.10,76700000.0,13.00,8.90,77470000.0,N/A
222,N/A,N/A,tyc,N/A,N/A,N/A,N/A,N/A,47.38,10.31,1.61,3.95,16.44,6.75,3.67,15.04,23.68,18420000000.0,18420000000.0,16.62,1.58,1.79,17.60,1.79,3780000000.0,17.60,704000000.0,3.82,19.30,2.00,495000000.0,1.18,2009999999.9999998,1.17,9.93,734000000.0,1.10,0.41,94.30,3420000.0,1.10,0.80,3050000.0,N/A
223,N/A,N/A,cbg,N/A,N/A,N/A,N/A,N/A,127.93,24.52,1.34,5.47,5.52,8.63,6.89,24.86,27.91,14830000000.0,14830000000.0,16.30,1.50,1.60,13.89,1.60,999700000.0,13.89,509780000.0,1.53,37.40,10.30,444000000.0,1.34,2950000000.0,1.21,6.81,751900000.0,0.85,1.28,95.90,2170000.0,1.20,0.80,2190000.0,N/A
224,N/A,N/A,met,N/A,N/A,N/A,N/A,N/A,87.63,9.33,0.85,0.86,9.57,14.73,0.76,10.17,66.11,94370000000.0,94370000000.0,9.18,1.31,1.27,8.22,1.27,34210000000.0,8.22,7020000000.0,6.15,62.50,7.70,33580000000.0,30.10,65209999999.99999,1.35,66.20,16580000000.0,1.69,16.65,75.80,15870000.0,2.60,1.70,15480000.0,N/A
225,N/A,N/A,cf,N/A,N/A,N/A,N/A,N/A,103.94,17.36,3.30,3.74,19.99,34.26,8.16,19.58,18.45,17920000000.0,17920000000.0,12.32,1.24,3.93,9.11,3.93,1780000000.0,9.11,912400000.0,3.68,67.50,15.80,1780000000.0,7.56,4590000000.0,1.82,17.08,1190000000.0,0.96,0.41,95.20,2069999.9999999998,2.90,4.90,2060000.0,N/A
226,N/A,N/A,utx,N/A,N/A,N/A,N/A,N/A,72.58,16.02,1.55,3.52,9.91,15.55,6.91,21.25,72.46,1.1899e+11,1.1899e+11,14.84,1.81,1.83,9.91,1.83,17650000000.0,9.91,6430000000.0,7.08,17.60,1.40,5280000000.0,5.93,21990000000.0,1.16,32.18,7310000000.0,1.02,0.11,83.20,16020000.0,5.10,2.00,16100000.000000002,N/A
227,N/A,N/A,tjx,N/A,N/A,N/A,N/A,N/A,37.85,21.23,1.55,10.67,7.59,12.37,20.89,52.15,42.82,44310000000.0,44310000000.0,18.38,1.83,1.50,10.46,1.50,8300000000.0,10.46,2240000000.0,3.20,4.50,5.80,2590000000.0,3.81,1620000000.0,1.66,6.31,2970000000.0,1.20,0.65,91.90,5530000.0,1.60,0.80,5990000.0,N/A
228,N/A,N/A,adm,N/A,N/A,N/A,N/A,N/A,34.34,13.01,0.40,1.69,3.17,4.08,4.79,12.77,120.57,37090000000.0,37090000000.0,13.73,2.33,0.48,9.10,0.48,4770000000.0,9.10,2470000000.0,3.81,84.60,15.40,1300000000.0,2.09,6440000000.0,1.68,29.96,5360000000.0,0.94,2.11,76.20,9130000.0,2.50,1.50,10490000.0,N/A
229,N/A,N/A,csco,N/A,N/A,N/A,N/A,N/A,35.70,16.43,2.97,2.46,18.30,22.91,6.70,15.54,9.52,1.1377e+11,1.1377e+11,12.35,1.39,2.34,8.42,2.34,27770000000.0,8.42,8910000000.0,1.72,11.70,5.10,54420000000.0,10.70,21000000000.0,2.98,11.55,12030000000.0,1.07,0.07,74.90,43740000.0,1.70,0.90,46840000.0,N/A
230,N/A,N/A,tmk,N/A,N/A,N/A,N/A,N/A,25.62,14.56,1.87,1.52,13.42,21.13,2.63,11.72,30.67,8560000000.0,8560000000.0,12.61,1.62,2.16,10.13,2.16,1750000000.0,10.13,531730000.0,4.06,8.40,0.20,94970000.0,0.75,1250000000.0,0.35,38.60,869590000.0,1.19,1.84,76.50,4980000.0,7.80,4.00,5370000.0,N/A
231,N/A,N/A,aig,N/A,N/A,N/A,N/A,N/A,29.53,10.65,1.31,0.78,13.23,20.02,1.49,7.89,45.14,1.0066e+11,1.0066e+11,11.24,1.39,1.59,5.84,1.59,30800000000.0,5.84,8390000000.0,5.89,53.40,1.20,13780000000.0,10.34,32000000000.0,1.98,80.16,4630000000.0,1.24,0.06,86.20,15270000.0,2.30,1.10,17750000.0,N/A
232,N/A,N/A,pnr,N/A,N/A,N/A,N/A,N/A,77.07,57.07,1.67,2.59,3.06,13.27,5.10,11.58,36.82,14310000000.0,14310000000.0,15.51,1.87,2.08,12.32,2.08,2460000000.0,12.32,599700000.0,1.12,4.00,10.30,131100000.0,0.73,3410000000.0,2.08,24.62,872700000.0,1.23,0.17,79.40,5350000.0,5.00,3.00,5240000.0,N/A
233,N/A,N/A,dks,N/A,N/A,N/A,N/A,N/A,3.30,18.86,0.89,3.48,4.86,8.13,10.37,19.41,58.71,6240000000.0,6240000000.0,14.91,1.17,0.90,8.32,0.90,2090000000.0,8.32,337560000.0,2.81,9.50,8.80,81410000.0,0.69,57520000.0,1.57,15.01,627560000.0,1.17,1.55,91.90,1830000.0,1.70,2.00,1720000.0,N/A
234,N/A,N/A,aph,N/A,N/A,N/A,N/A,N/A,92.60,24.30,3.20,5.89,13.46,19.81,10.14,25.10,17.40,19300000000.0,19300000000.0,20.47,3.51,3.56,15.53,3.56,1690000000.0,15.53,730400000.0,2.29,13.40,6.50,1350000000.0,4.37,2760000000.0,3.82,9.53,866500000.0,0.61,0.31,97.90,5410000.0,6.50,2.10,4940000.0,N/A
235,N/A,N/A,pom,N/A,N/A,N/A,N/A,N/A,136.45,30.75,1.38,1.57,4.47,13.80,2.74,5.00,19.56,12730000000.0,12730000000.0,19.11,2.60,2.59,10.15,2.59,1670000000.0,10.15,220000000.0,0.87,29.30,3.10,141000000.0,0.56,6090000000.0,0.65,17.06,727000000.0,0.27,0.24,59.40,4430000.0,1.50,1.80,3830000.0,N/A
236,N/A,N/A,intc,N/A,N/A,N/A,N/A,N/A,24.14,13.22,2.72,2.76,21.05,28.12,10.82,20.83,11.54,1.5077e+11,1.5077e+11,12.98,1.75,2.70,6.19,2.70,35610000000.0,6.19,11770000000.0,2.35,3.20,0.10,14630000000.0,3.08,13260000000.0,1.76,11.58,21330000000.0,0.83,0.07,66.60,116080000.0,4.70,2.40,110430000.0,N/A
237,N/A,N/A,amp,N/A,N/A,N/A,N/A,N/A,121.93,15.33,1.88,2.84,13.05,28.94,1.50,21.01,65.26,29130000000.0,29130000000.0,11.67,1.00,2.36,7.60,2.36,10310000000.0,7.60,1610000000.0,8.38,1.80,1.90,5620000000.0,31.01,11290000000.0,2.24,45.08,2880000000.0,1.50,0.36,89.60,3180000.0,2.60,1.80,3320000.0,N/A
238,N/A,N/A,wy,N/A,N/A,N/A,N/A,N/A,107.46,10.34,2.23,3.30,23.46,16.11,5.41,12.51,13.65,21110000000.0,21110000000.0,19.09,5.76,2.86,12.51,2.86,1640000000.0,12.51,701000000.0,3.10,47.90,0.90,1160000000.0,2.24,5400000000.0,3.11,9.66,1060000000.0,1.08,0.06,92.20,8990000.0,2.20,1.70,9070000.0,N/A
239,N/A,N/A,wu,N/A,N/A,N/A,N/A,N/A,276.27,12.79,1.93,7.99,15.30,21.00,7.22,70.59,10.58,12960000000.0,12960000000.0,12.12,1.60,2.32,9.00,2.32,2310000000.0,9.00,853300000.0,1.61,0.40,2.20,1770000000.0,3.43,3730000000.0,1.91,2.61,1060000000.0,1.65,0.14,107.90,67480000.0,9.40,14.90,68460000.0,N/A
240,N/A,N/A,dds,N/A,N/A,N/A,N/A,N/A,38.62,13.78,0.64,2.04,4.85,8.24,7.99,15.84,162.07,4730000000.0,4730000000.0,11.93,1.41,0.70,5.84,0.70,2510000000.0,5.84,329740000.0,7.85,1.90,1.60,457620000.0,11.34,821340000.0,2.02,52.72,541000000.0,1.27,10.54,96.40,1430000.0,2.40,6.00,1730000.0,N/A
241,N/A,N/A,tap,N/A,N/A,N/A,N/A,N/A,45.00,31.25,3.32,1.85,10.71,11.94,2.12,5.45,21.75,16550000000.0,16550000000.0,17.81,5.97,4.11,21.36,4.11,1650000000.0,21.36,427400000.0,2.31,50.40,14.20,317600000.0,1.71,3280000000.0,0.57,39.00,920300000.0,1.33,18.97,7.40,3470000.0,2.10,2.50,3920000.0,N/A
242,N/A,N/A,etn,N/A,N/A,N/A,N/A,N/A,61.19,17.83,1.44,2.10,8.17,11.65,4.77,11.30,47.20,41330000000.0,41330000000.0,13.01,1.57,1.86,11.62,1.86,6910000000.0,11.62,1820000000.0,3.83,6.20,4.90,802000000.0,1.72,9340000000.0,1.40,32.56,1940000000.0,1.36,0.33,75.90,5910000.0,2.10,1.30,6820000.0,N/A
243,N/A,N/A,bdx,N/A,N/A,N/A,N/A,N/A,193.30,26.07,3.52,4.15,12.77,19.46,5.07,17.30,43.64,41810000000.0,41810000000.0,16.77,1.96,4.95,19.26,4.95,4300000000.0,19.26,1080000000.0,5.45,24.70,1.00,1970000000.0,9.40,13840000000.0,1.56,34.19,1490000000.0,1.21,0.33,86.70,4240000.0,4.00,2.20,4350000.0,N/A
244,N/A,N/A,cci,N/A,N/A,N/A,N/A,N/A,184.03,73.73,7.26,4.17,10.97,28.16,3.17,6.24,11.29,39330000000.0,39330000000.0,17.31,3.00,10.48,18.93,10.48,2340000000.0,18.93,367820000.0,1.11,21.00,7.40,240150000.0,0.72,12070000000.0,1.13,19.65,1760000000.0,0.18,0.76,96.00,6870000.0,3.30,2.10,7130000.0,N/A
245,N/A,N/A,mpc,N/A,N/A,N/A,N/A,N/A,56.29,9.12,0.33,2.47,3.79,5.91,10.56,28.60,151.51,32860000000.0,32860000000.0,10.54,1.08,0.39,5.15,0.39,13540000000.0,5.15,3210000000.0,5.70,347.70,29.40,2080000000.0,3.83,6740000000.0,1.32,20.84,3530000000.0,1.56,0.77,82.30,5950000.0,2.60,2.50,5630000.0,N/A
246,N/A,N/A,ice,N/A,N/A,N/A,N/A,N/A,33.56,24.91,8.33,2.07,32.91,52.34,1.56,8.29,27.77,28760000000.0,28760000000.0,16.40,1.10,9.14,14.79,9.14,4120000000.0,14.79,1040000000.0,9.08,20.70,6.60,1820000000.0,15.86,4190000000.0000005,0.99,109.79,1460000000.0,1.29,1.57,89.70,1080000.0,1.40,1.00,1430000.0,N/A
247,N/A,N/A,hd,N/A,N/A,N/A,N/A,N/A,183.31,22.86,1.73,15.84,7.76,12.74,15.78,61.31,63.89,1.6092e+11,1.6092e+11,18.67,1.58,1.91,12.83,1.91,28950000000.0,12.83,6540000000.0,4.93,14.50,6.10,2830000000.0,2.18,16870000000.000002,1.06,7.09,9080000000.0,1.29,0.14,73.60,7230000.0,1.40,0.60,8870000.0,N/A
248,N/A,N/A,luv,N/A,N/A,N/A,N/A,N/A,39.81,16.43,1.22,3.34,7.62,15.30,8.76,20.40,27.68,22560000000.0,22560000000.0,10.18,0.39,1.20,6.06,1.20,10930000000.0,6.06,1440000000.0,2.09,198.00,6.00,3440000000.0,5.14,2750000000.0,0.72,10.33,3240000000.0,0.86,0.13,82.60,13780000.0,1.50,2.30,12450000.0,N/A
249,N/A,N/A,hcn,N/A,N/A,N/A,N/A,N/A,73.38,36.15,6.82,1.71,19.26,26.82,2.28,4.87,10.66,35240000000.0,35240000000.0,14.40,2.70,10.40,20.54,10.40,1900000000.0,20.54,580850000.0,1.84,212.10,10.60,202270000.0,0.58,11010000000.0,1.52,38.66,1110000000.0,0.17,0.29,84.00,11060000.0,5.20,3.70,11880000.0,N/A
250,N/A,N/A,clx,N/A,N/A,N/A,N/A,N/A,717.22,25.45,2.46,46.08,9.86,17.30,14.26,321.69,43.57,15820000000.0,15820000000.0,22.13,3.65,2.79,13.95,2.79,2360000000.0,13.95,571000000.0,4.21,27.00,2.60,378000000.0,2.88,2170000000.0,1.15,2.31,832000000.0,0.54,0.25,77.90,7050000.0,8.80,5.50,7170000.0,N/A
251,N/A,N/A,gtn,N/A,N/A,N/A,N/A,N/A,317.62,17.60,2.01,2.85,9.52,31.77,6.44,18.50,9.49,2130000000.0,2130000000.0,10.41,14.70,3.87,9.75,3.87,222140000.0,9.75,52380000.0,0.90,338.10,46.00,224610000.0,3.14,1240000000.0,4.50,5.43,147020000.0,3.77,14.52,82.50,1490000.0,2.00,3.50,1330000.0,N/A
252,N/A,N/A,lmt,N/A,N/A,N/A,N/A,N/A,238.75,17.03,1.32,16.89,7.90,11.74,8.62,85.55,142.66,65040000000.0,65040000000.0,15.08,1.89,1.44,10.69,1.44,5260000000.0,10.69,3560000000.0,11.08,5.90,5.10,3490000000.0,11.14,8400000000.0,1.32,11.25,2720000000.0,0.56,0.10,86.10,2810000.0,2.50,1.10,2830000.0,N/A
253,N/A,N/A,apd,N/A,N/A,N/A,N/A,N/A,76.46,29.78,2.98,4.18,10.04,17.19,6.24,13.25,48.09,37030000000.0,37030000000.0,19.46,1.85,3.60,13.56,3.60,2800000000.0,13.56,1030000000.0,4.77,2.30,6.50,225400000.0,1.05,5930000000.0,1.01,34.14,2130000000.0,1.42,0.25,87.60,2720000.0,2.50,1.30,2700000.0,N/A
254,N/A,N/A,kmi,N/A,N/A,N/A,N/A,N/A,128.01,47.86,5.36,2.41,7.40,28.39,3.45,7.09,11.15,1.3056e+11,1.3056e+11,40.16,11.05,8.28,19.90,8.28,7790000000.0,19.90,1160000000.0,0.81,49.50,11.10,430000000.0,0.20,45260000000.0,0.49,16.18,4600000000.0,0.35,35.16,51.10,73080000.0,9.80,4.10,72990000.0,N/A
255,N/A,N/A,mmc,N/A,N/A,N/A,N/A,N/A,56.67,21.28,2.42,4.63,11.66,18.32,8.84,20.29,23.77,34690000000.0,34690000000.0,17.20,1.54,2.69,12.59,2.69,12950000000.0,12.59,1480000000.0,2.74,8.80,1.50,1100000000.0,2.06,3890000000.0,1.88,12.59,1960000000.0,0.97,0.14,86.30,5360000.0,2.70,1.00,4980000.0,N/A
256,N/A,N/A,vno,N/A,N/A,N/A,N/A,N/A,115.54,22.68,6.76,3.61,33.12,31.80,2.68,6.08,14.25,28250000000.0,28250000000.0,18.67,2.54,10.56,21.50,10.56,1570000000.0,21.50,283290000.0,4.26,25.80,7.10,1070000000.0000001,5.67,9650000000.0,4.73,26.60,1020000000.0,0.36,8.97,92.70,2280000.0,3.30,1.70,2350000.0,N/A
257,N/A,N/A,dps,N/A,N/A,N/A,N/A,N/A,118.51,20.84,2.32,6.47,11.42,19.24,9.01,31.71,31.73,16850000000.0,16850000000.0,17.83,2.49,2.73,12.02,2.73,3630000000.0,12.02,705000000.0,3.59,1.30,3.80,101000000.0,0.53,2630000000.0,0.77,11.55,994000000.0,0.64,0.39,97.10,7610000.0,6.80,4.00,7600000.0,N/A
